,text,label,label_text
1237,rasanya seperti dihantui rasa penasaran terusmenerus,0,anticipation
1238,perasaan takut ini seperti tidak akan pernah hilang selalu ada di kepala,3,fear
1239,takut tidak bisa jadi orang yang diharapkan padahal ekspektasi orang lain tinggi banget,3,fear
1240,bekerja sambil mendapatkan insight baru bikin aku merasa senang dan bersemangat,4,joy
1241,lihat orang makan terus belepotan di baju,2,disgust
1242,marah banget karena setiap kali mau serius di hobiku ada aja halangan,1,anger
1243,bekerja sambil belajar hal baru setiap hari bikin aku merasa bahagia,4,joy
1244,rasanya makin gugup nunggu hasil review kerja tahunan,0,anticipation
1245,marah banget karena banyak subplot di buku ini yang tidak ada kaitannya dengan cerita utama,1,anger
1246,aku percaya kita akan menemukan jalan yang terbaik untuk hubungan ini,7,trust
1247,rasa takut ini seperti membatasi semua hal yang aku lakukan setiap hari,3,fear
1248,gak pernah ngerasain diprioritaskan sama siapa pun rasanya sakit,5,sadness
1249,tidak sabar ketemu sama teman lama besok pasti banyak cerita,0,anticipation
1250,ingin banget tahu bagaimana hasil eksperimen baking di dapur besok,0,anticipation
1251,aku tidak ngerti kenapa ada orang yang bisa nyaman tidur di kasur yang penuh dengan debu,2,disgust
1252,marah banget karena karakter yang aku pakai terusterusan kalah dalam pertarungan,1,anger
1253,kegagalan ini bikin aku merasa gak ada gunanya terus berjuang,5,sadness
1254,rasa kaget ini muncul ketika tahu bahwa aku sudah membuat perbedaan di bidang ini,6,surprise
1255,tidak habis pikir kenapa atasan tidak pernah menghargai usahaku,1,anger
1256,gugup nunggu momen indah saat kita bersumpah setia satu sama lain,0,anticipation
1257,jijik banget lihat rambut yang berserakan di lantai toilet umum,2,disgust
1258,dengan kepercayaan yang kamu berikan aku merasa lebih kuat setiap hari,7,trust
1259,seringkali lebih takut sama penolakan daripada coba terus,3,fear
1260,bahagia itu saat bisa merasakan kedamaian dalam hati meski keadaan di luar tidak sempurna,4,joy
1261,rasanya bahagia banget bisa memahami instruksi tugas dengan jelas dan langsung dikerjakan,4,joy
1262,gak nyangka melihat tindakan rasisme terjadi di depan mataku hari ini,6,surprise
1263,kesel banget karena meskipun aku udah berjuang keras hasilnya selalu mengecewakan,1,anger
1264,rasa takut ini seperti terus membesar dan tidak ada yang bisa menghentikannya,3,fear
1265,lihat orang korek korek telinga pakai peniti,2,disgust
1266,jijik banget lihat makanan sisa dibiarkan di meja makan,2,disgust
1267,tidak tahan sama bau badan orang di sebelahku di kereta,2,disgust
1268,bermain game puzzle bikin otak terasa aktif dan hati jadi senang,4,joy
1269,rasa takut selalu muncul saat aku harus memilih jalan hidup yang tidak pasti,3,fear
1270,takut bikin kesalahan yang bisa aku sesali seumur hidup,3,fear
1271,marah banget karena hidup ini seperti tidak pernah memberi kebahagiaan yang tahan lama,1,anger
1272,setiap keputusan yang kamu buat selalu menunjukkan betapa berharganya hubungan ini,7,trust
1273,rasa takut ini begitu besar hingga membuatku merasa tidak ada yang bisa aku lakukan dengan benar,3,fear
1274,bahagia itu saat bisa melihat pemandangan gunung yang indah dari kejauhan,4,joy
1275,nginjek tai sapi pas lagi jalan di sawah,2,disgust
1276,tidak sabar buat lihat bagaimana semuanya akan berjalan,0,anticipation
1277,rasanya ingin cepat mencapai semua hal yang selama ini aku inginkan,0,anticipation
1278,rasa percaya yang kamu berikan padaku adalah hal yang paling aku hargai,7,trust
1279,rasanya mau cepetcepet tahu hasil akhirnya biar tidak penasaran terus,0,anticipation
1280,setiap detik bersamamu adalah pengingat betapa kuatnya rasa percaya ini,7,trust
1281,aku tahu kita bisa saling melengkapi karena kepercayaan ini,7,trust
1282,jijik banget lihat orang buang sampah sembarangan di trotoar,2,disgust
1283,gak nyangka bahwa semua harapan untuk berinvestasi dalam pendidikan tidak membuahkan hasil,6,surprise
1284,rasa terkejut ini muncul ketika mendengar berita tentang penegakan hukum yang tidak adil,6,surprise
1285,rasa takut ini membuatku merasa seperti semua hal baik akan segera hilang,3,fear
1286,aku merasa sangat bahagia ketika berhasil membuat strategi jitu di game,4,joy
1287,ngitung jam terus rasanya tidak sabar buat terima feedback dari atasan,0,anticipation
1288,setiap pengalaman bersamamu menambah keyakinanku pada hubungan ini,7,trust
1289,aku yakin kita bisa mencapai kesuksesan jika saling percaya,7,trust
1290,tidak habis pikir kenapa aku tidak pernah bisa konsisten dalam ngejalanin hobiku,1,anger
1291,bermain game coop dengan temanteman selalu bikin hariku lebih ceria,4,joy
1292,kesel maksimal alatalat buat hobiku selalu rusak di saat yang tidak tepat,1,anger
1293,aku bahagia karena hari ini cuaca sangat cerah dan indah,4,joy
1294,setiap interaksi kita semakin menambah kepercayaan ini,7,trust
1295,nunggu kabar ini bikin hati gugup terus semoga hasilnya baik,0,anticipation
1296,rasanya gugup banget memikirkan hari di mana semua janji kami terucap,0,anticipation
1297,aku muak melihat lingkungan sekitar penuh dengan sampah,2,disgust
1298,merasa bahagia ketika bisa menghargai halhal kecil dalam hidup yang sering terlewat,4,joy
1299,kebahagiaan adalah bisa merasakan kedamaian dalam hati walaupun sedang menghadapi tantangan,4,joy
1300,rasanya bahagia bisa memberikan solusi kreatif dalam proyek yang sedang aku kerjakan,4,joy
1301,sering takut buat bilang iya padahal dalam hati aku ragu,3,fear
1302,rasanya ingin cepat mulai bikin album foto dari liburan kemarin,0,anticipation
1303,ngitung jam terus karena tidak sabar ingin lihat bagaimana hidup akan berubah,0,anticipation
1304,takut kalau yang aku lakukan sekarang malah bikin aku jauh dari tujuan sebenarnya,3,fear
1305,tidak ngerti kenapa orang buang sampah sembarangan di bioskop,2,disgust
1306,ayah adalah teladanku dan sekarang aku kehilangan arah,5,sadness
1307,kepercayaan ini membuatku merasa bahwa kita bisa menghadapi apapun bersama,7,trust
1308,hubungan ini ninggalin banyak luka yang susah buat disembuhkan,5,sadness
1309,takut memberikan semua perasaanku karena takut terluka di akhirnya,3,fear
1310,rasa terkejut ini muncul ketika aku melihat rencana perjalanan kami disetujui semua orang,6,surprise
1311,bau sampah yang tidak diurus di belakang rumah benarbenar bikin mual,2,disgust
1312,melihat orang yang gak bersalah disakiti bikin aku kehilangan kepercayaan pada keadilan,5,sadness
1313,takut kalau nanti aku udah kasih yang terbaik tapi tetap aja gagal,3,fear
1314,aku percaya kita bisa mengatasi semua masalah yang ada di depan,7,trust
1315,tidak sabar ingin tahu bagaimana dia akan bereaksi waktu kita bertemu nanti,0,anticipation
1316,kesel banget setiap kali ada peluang buat capai keinginan ini selalu berakhir siasia,1,anger
1317,ngerasa capek berharap kasih sayang yang tulus tapi gak pernah ada,5,sadness
1318,tidak bisa berhenti mikirin bagaimana hidupku akan terasa setelah perubahan ini terjadi,0,anticipation
1319,benerbener tidak habis pikir kenapa orang bisa begitu egois,1,anger
1320,aku percaya bahwa kita bisa menjadikan hubungan ini lebih kuat,7,trust
1321,terkadang ngerasa dunia ini cuma milik orang yang berkuasa gak ada ruang buat yang lemah,5,sadness
1322,serius  kenapa ada orang yang tidak cuci tangan setelah dari toilet,2,disgust
1323,rasanya marah banget karena kamu tidak pernah ada buat aku ketika aku butuh,1,anger
1324,kehidupan ini penuh dengan kejutan dan aku siap menghadapi semua itu,6,surprise
1325,aku takut semua yang aku impikan akan hancur dalam sekejap,3,fear
1326,beneran tidak paham kenapa orang suka makan dengan mulut terbuka jijik banget,2,disgust
1327,setiap momen bersamamu membuatku semakin yakin pada rasa percaya ini,7,trust
1328,gak percaya ketika aku memutuskan untuk tidak mengambil jalan yang biasa,6,surprise
1329,aku percaya kamu akan selalu ada untukku di saatsaat sulit,7,trust
1330,kesel maksimal udah invest banyak waktu dan uang tapi hasil hobinya tidak memuaskan,1,anger
1331,marah banget karena harga kebutuhan pokok terus naik sementara pendapatan stagnan,1,anger
1332,aku takut semua usaha yang aku lakukan akan siasia pada akhirnya,3,fear
1333,rasa takut ini membuatku merasa kecil dan tidak berdaya di tengah dunia yang besar,3,fear
1334,tibatiba merasa sangat kecewa ketika impian untuk menjadi sukarelawan tidak terlaksana,6,surprise
1335,rasa terkejut ini muncul ketika melihat rencana untuk membeli kendaraan akhirnya terwujud,6,surprise
1336,serius  kenapa ada orang yang tidak sikat gigi selama berharihari bikin mual,2,disgust
1337,langit cerah dan angin sejuk hari ini bikin perasaanku penuh kebahagiaan,4,joy
1338,tibatiba merasa kecewa ketika proyek yang dijanjikan tidak pernah terealisasi,6,surprise
1339,hari ini aku merasa sangat bahagia karena berhasil menyelesaikan pekerjaan tepat waktu,4,joy
1340,aku merasa bahagia ketika bisa belajar sesuatu yang membuatku semakin berkembang,4,joy
1341,tidak habis pikir kenapa aku selalu gagal ngejalanin proyek hobi ini,1,anger
1342,rasanya tidak sabar lagi nunggu momen penting ini tiba,0,anticipation
1343,gak ada lagi pelukan ibu yang selalu membuatku merasa aman,5,sadness
1344,makan kue terus ada rambutnya,2,disgust
1345,nyium bau pesing di toilet umum,2,disgust
1346,dunia ini gak pernah peduli pada kebaikan hanya fokus pada yang kuat,5,sadness
1347,rasa percaya ini membangkitkan semangat dalam setiap tindakan kita,7,trust
1348,kepercayaan ini adalah jembatan yang menghubungkan impian kita,7,trust
1349,jijik banget lihat sepatu penuh lumpur di letakkan di ruang tamu,2,disgust
1350,bahagia itu saat bisa tersenyum tanpa alasan khusus,4,joy
1351,rasa terkejut ini muncul ketika menyadari bahwa aku telah tumbuh banyak sejak mulai bekerja,6,surprise
1352,rasa kaget ini muncul ketika teman dekatku tibatiba menjauh tanpa penjelasan,6,surprise
1353,ketika rencana untuk merayakan ulang tahun dengan cara unik berjalan lancar,6,surprise
1354,gugup tiap kali mikirin momen saat kita akan ketemu nanti,0,anticipation
1355,aku tidak bisa berhenti memikirkan semua hal buruk yang bisa terjadi,3,fear
1356,ingin ngerasain ada yang benarbenar peduli sama aku tapi selalu kecewa,5,sadness
1357,segala hal yang kulakukan selalu terasa siasia,5,sadness
1358,rasa kaget ini muncul ketika aku menemukan kekuatan dalam doa yang aku panjatkan,6,surprise
1359,rasanya sangat menyenangkan bisa makan makanan yang sudah lama aku idamkan,4,joy
1360,rasanya bahagia banget bisa bermain game baru yang sangat seru,4,joy
1361,semakin dekat hari janji suci semakin tidak bisa berhenti mikirin momen tersebut,0,anticipation
1362,tibatiba merasa kaget ketika rencana bisnis yang sudah lama dibuat bisa dilaksanakan,6,surprise
1363,takut kalau ternyata jalan yang aku pilih salah tapi tidak tahu cara buat kembali,3,fear
1364,gak pernah membayangkan hidupku akan berubah seperti ini dalam waktu yang singkat,6,surprise
1365,kadang ingin balikin waktu dan perbaiki semuanya di hubungan kita,5,sadness
1366,gak ada yang lebih mengejutkan daripada melihat bagaimana hidupku berubah dalam setahun,6,surprise
1367,rasa takut bikin aku sering nunda hal penting karena takut gagal,3,fear
1368,tidak tahan lagi sama kualitas bahan barang ini yang gampang banget rusak,1,anger
1369,tidak tahan lihat orang makan dengan tangan penuh minyak tanpa cuci tangan,2,disgust
1370,setelah semua yang kita lalui bersama kenapa kamu harus mengkhianatiku,5,sadness
1371,rasanya percuma berusaha jujur dan benar ketika dunia ini selalu memberi ruang pada yang salah,5,sadness
1372,kesel banget karena upgrade senjata yang aku lakukan tidak bikin perubahan besar,1,anger
1373,jijik banget lihat orang tidak peduli sama kebersihan dapurnya sendiri,2,disgust
1374,setiap sudut rumah ini mengingatkanku pada ibu yang udah gak ada,5,sadness
1375,gak tau kenapa tapi hati rasanya berat banget,5,sadness
1376,rasa takut ini begitu besar hingga membuatku merasa seperti tidak ada jalan keluar,3,fear
1377,rasa takut ini membuatku merasa seperti aku selalu hidup di bawah bayangan kegagalan,3,fear
1378,gak nyangka perlakuan orang bisa membuatku merasa tidak dihargai,6,surprise
1379,kenapa aku selalu merasa takut padahal tidak ada yang terjadi,3,fear
1380,sering takut tidak bisa memenuhi standar yang ditetapkan sama orang lain,3,fear
1381,lihat sampah di kolam renang umum bikin jijik,2,disgust
1382,rasanya gelisah terus seperti ada yang tidak beres aku takut sesuatu yang buruk akan terjadi,3,fear
1383,jijik lihat rambut rontok berserakan di wastafel umum,2,disgust
1384,rasa kaget ini muncul ketika aku memilih untuk berpindah tempat tinggal demi kebahagiaan,6,surprise
1385,sering ngerasa takut tidak bisa kontrol perasaan terutama saat lagi stres,3,fear
1386,jijik banget lihat tempat makan yang tidak pernah dibersihkan mejanya,2,disgust
1387,aku takut setiap kali harus menghadapi hal yang tidak aku mengerti,3,fear
1388,rasanya hati ini penuh harapan menyambut datangnya hari suci,0,anticipation
1389,rasanya setiap hari penuh dengan kecemasan dan ketakutan tidak tahu harus apa,3,fear
1390,rasanya semakin hari semakin tidak sabar melihat keinginan ini terwujud,0,anticipation
1391,rasanya menyenangkan bisa bermain game dengan grafik yang realistis dan detail,4,joy
1392,perasaan takut ini seperti menghancurkan segalanya yang pernah aku miliki,3,fear
1393,tidak tahan sama orang yang buang sampah sembarangan di taman kota,2,disgust
1394,rasanya bahagia banget bisa menikmati makanan favorit hari ini,4,joy
1395,gak ada yang ngerti betapa aku butuh kasih sayang yang tulus,5,sadness
1396,terkadang dunia ini terlalu kejam untuk dipahami,5,sadness
1397,setiap hari aku merasa takut dan tidak tahu bagaimana cara melawannya,3,fear
1398,rasanya bahagia banget bisa bersepeda keliling kota pagi ini,4,joy
1399,aku percaya kamu akan terus berusaha yang terbaik untuk kita semua,7,trust
1400,rasa kaget ini muncul ketika mengetahui bahwa rencana untuk belajar di tempat baru gagal,6,surprise
1401,aku takut kalau aku tidak akan pernah bisa mengatasi ketakutan ini,3,fear
1402,gak ada yang ngerti betapa beratnya hidup dengan ekonomi yang terbatas,5,sadness
1403,aku percaya kita akan selalu saling menguatkan satu sama lain,7,trust
1404,perasaan percaya ini membuat semua kekhawatiranku hilang,7,trust
1405,kesel banget hidup ini selalu menyulitkan aku di setiap kesempatan,1,anger
1406,aku merasa sangat jijik dengan kondisi toilet di stasiun yang super bau dan kotor,2,disgust
1407,marah banget karena instruksi pemakaian barang ini tidak jelas sama sekali,1,anger
1408,gak ada yang lebih menyakitkan daripada melihat ketidakadilan terus dibiarkan terjadi,5,sadness
1409,aku yakin kita bisa mengatasi setiap tantangan yang ada di depan,7,trust
1410,rasa takut bikin aku terlalu hatihati sampai sering tidak ambil risiko,3,fear
1411,kesel banget sama orang yang tidak bisa menghargai usaha orang lain,1,anger
1412,sampai sekarang masih gak percaya dia udah gak ada,5,sadness
1413,gak tau kapan terakhir kali aku ngerasa dicintai dan diperhatikan,5,sadness
1414,aku yakin kita bisa menghadapi semua ini dengan keberanian,7,trust
1415,jijik lihat rambut rontok berserakan di lantai kamar mandi umum,2,disgust
1416,takut ngehadapin kenyataan kadang lebih nyaman purapura tidak ada masalah,3,fear
1417,tibatiba merasa kaget saat tahu orang yang aku anggap biasa ternyata sangat istimewa,6,surprise
1418,aku merasa tidak aman dan takut setiap kali berpikir tentang apa yang akan datang,3,fear
1419,setiap hari ngerasa berat karena kehilangannya,5,sadness
1420,aku tahu kita bisa saling melengkapi satu sama lain,7,trust
